instruction;input;output
Berikan komentar positif untuk inisiatif desa bebas sampah;Sebuah desa berhasil menerapkan sistem pengelolaan sampah terpadu yang membuat desa tersebut bebas dari tumpukan sampah, bahkan menjadi percontohan nasional.;Hebat! Desa ini jadi percontohan. Semoga makin banyak desa yang bisa bebas sampah. ♻️🏘️
Tulis komentar negatif untuk berita tentang kenaikan harga tiket pesawat;Maskapai penerbangan mengumumkan kenaikan harga tiket pesawat domestik menjelang libur panjang, memberatkan penumpang yang ingin bepergian.;Harga tiket pesawat naik lagi? Padahal mau liburan. Bikin berat banget di ongkos! ✈️😩
Berikan komentar netral untuk postingan tentang museum batik;Informasi tentang jam operasional dan koleksi batik dari berbagai daerah di museum batik kota, cocok untuk kunjungan edukasi tentang warisan budaya.;Museum batik ini ada banyak koleksi batik. Bisa jadi pilihan kalau mau belajar sejarah dan jenis-jenis batik.
Tulis komentar positif untuk keberhasilan program edukasi seks untuk remaja;Sebuah LSM dan dinas kesehatan bekerja sama mengadakan program edukasi seks yang komprehensif untuk remaja di sekolah, meningkatkan kesadaran akan kesehatan reproduksi.;Penting banget edukasi seks buat remaja! Biar mereka paham dan bisa menjaga diri. Salut sama programnya! 👍👩‍🏫
Berikan komentar negatif untuk kualitas layanan streaming yang sering buffering;Keluhan pengguna tentang layanan streaming film dan serial yang sering buffering dan kualitas gambar yang buram, meskipun sudah berlangganan paket premium.;Layanan streaming kok buffering terus? Padahal udah bayar mahal. Gak nyaman banget nontonnya! 😤🎬
Berikan komentar positif untuk kampanye pengurangan penggunaan plastik sekali pakai di restoran;Sebuah restoran cepat saji mengganti semua peralatan makan sekali pakai dengan peralatan reusable dan mendorong konsumen untuk makan di tempat, mengurangi limbah plastik.;Keren banget inisiatifnya! Makan di luar jadi lebih ramah lingkungan. Semoga makin banyak restoran yang peduli. ♻️🍽️
Tulis komentar positif untuk keberhasilan peluncuran aplikasi belajar bahasa isyarat;Sebuah startup sosial meluncurkan aplikasi gratis untuk belajar bahasa isyarat, mempermudah komunikasi dengan teman tuli dan meningkatkan inklusi sosial.;Aplikasi ini sangat inovatif dan bermanfaat! Memudahkan kita belajar bahasa isyarat. Salut! 🤟📱
Berikan komentar positif untuk sebuah program pelatihan kewirausahaan untuk ibu rumah tangga;Pemerintah daerah mengadakan pelatihan kewirausahaan gratis bagi ibu rumah tangga, mengajarkan keterampilan bisnis online dan manajemen keuangan.;Program ini bagus banget! Memberi kesempatan ibu rumah tangga untuk mandiri secara ekonomi. Inspiratif! 👩‍🍳💼
Tulis komentar positif untuk inisiatif pelestarian terumbu karang;Komunitas penyelam dan nelayan bergotong royong menanam terumbu karang buatan untuk merehabilitasi ekosistem laut yang rusak, menjaga keanekaragaman hayati.;Mulia banget! Terumbu karang itu rumahnya biota laut. Terima kasih sudah menjaga ekosistem kita. 🐠💙
Berikan komentar positif untuk sebuah festival film pendek lokal yang sukses;Festival film pendek lokal yang sukses diselenggarakan dengan berbagai kategori dan berhasil menarik perhatian sineas muda, menjadi ajang apresiasi karya anak bangsa.;Keren! Film pendek lokal makin maju. Semoga festival ini bisa terus memotivasi sineas muda Indonesia. 🎬🌟
Berikan komentar negatif untuk berita tentang kenaikan harga pulsa dan paket data;Penyedia layanan telekomunikasi mengumumkan kenaikan harga pulsa dan paket data secara serentak, memberatkan pengguna internet yang sangat bergantung pada layanan ini.;Pulsa sama paket data naik lagi? Aduh, ini kebutuhan pokok sekarang. Jadi makin mahal pengeluaran bulanan. 😩📶
Tulis komentar negatif terhadap kurangnya fasilitas umum di terminal bus;Warga mengeluh tentang kondisi terminal bus yang kotor, toilet tidak terawat, dan kurangnya tempat duduk yang layak, membuat penumpang tidak nyaman.;Terminal bus kok jorok banget? Toilet bau, tempat duduk rusak. Tolong diperbaiki fasilitas umumnya dong! 🚌😠
Berikan komentar negatif untuk sebuah produk kosmetik yang menyebabkan iritasi kulit;Ulasan konsumen tentang produk kosmetik baru yang setelah dipakai menyebabkan iritasi, kemerahan, dan gatal-gatal pada kulit sensitif.;Kosmetiknya bikin iritasi parah! Gak cocok sama kulit sensitif. Jangan sampai ada korban lagi. 👎🧴
Tulis komentar negatif tentang isu penipuan berkedok lowongan kerja fiktif;Berita tentang maraknya penipuan lowongan kerja fiktif yang meminta sejumlah uang untuk biaya administrasi, merugikan banyak pencari kerja.;Penipuan lowongan kerja fiktif ini memang licik! Jangan mau kalau disuruh bayar di awal. Selalu cek perusahaan dan jangan mudah percaya! 🚫💼
Berikan komentar negatif untuk kualitas layanan kurir ekspedisi yang ceroboh;Keluhan pelanggan tentang paket yang diterima dalam kondisi rusak atau basah karena penanganan yang tidak hati-hati dari kurir ekspedisi.;Paketku rusak pas nyampe! Kurirnya ceroboh banget. Gak lagi-lagi pakai jasa ekspedisi ini! 📦😤
Berikan komentar netral untuk artikel tentang perkembangan teknologi robotika;Artikel yang membahas tentang penggunaan robot dalam berbagai industri, seperti manufaktur dan kesehatan, serta dampaknya terhadap efisiensi kerja. Artikel ini bersifat informatif.;Robotika memang sudah banyak diterapkan di berbagai industri. Menarik untuk dilihat bagaimana perkembangan selanjutnya.
Tulis komentar netral pada postingan tentang rekomendasi buku fiksi ilmiah;Daftar 5 buku fiksi ilmiah terbaik yang direkomendasikan untuk penggemar genre ini, lengkap dengan sinopsis singkat dan ulasan umum.;Rekomendasi buku fiksi ilmiah ini lumayan banyak. Bisa jadi pilihan kalau lagi cari bacaan seru.
Berikan komentar netral untuk informasi tentang kebijakan ganjil-genap;Pemerintah kota mengumumkan perluasan area dan waktu pemberlakuan kebijakan ganjil-genap untuk mengurangi kemacetan. Informasi ini bersifat regulasi lalu lintas.;Kebijakan ganjil-genap diperluas lagi. Perlu dicatat jadwalnya biar tidak kena tilang.
Tulis komentar netral untuk postingan tentang tips hidup minimalis;Panduan singkat tentang cara memulai hidup minimalis, meliputi decluttering barang dan mengurangi konsumsi yang tidak perlu. Panduan ini bersifat gaya hidup.;Tips hidup minimalis ini lumayan menarik. Bisa dicoba biar rumah lebih rapi dan hidup lebih tenang.
Berikan komentar netral untuk informasi tentang turnamen bulutangkis lokal;Pengumuman turnamen bulutangkis antar klub lokal, dengan kategori pertandingan dan tanggal pendaftaran yang tertera jelas.;Ada turnamen bulutangkis lokal. Lumayan buat yang hobi badminton dan ingin berkompetisi.
Berikan komentar positif untuk inisiatif edukasi lingkungan di sekolah;Sebuah sekolah menerapkan program edukasi lingkungan terpadu, mengajarkan siswa tentang daur ulang, konservasi air, dan penanaman pohon.;Keren banget sekolahnya! Mendidik anak-anak peduli lingkungan dari dini. Semoga jadi generasi yang bertanggung jawab. 🌳♻️
Tulis komentar negatif untuk berita tentang fasilitas umum yang tidak terawat;Foto-foto viral menunjukkan kondisi taman bermain anak di kompleks perumahan yang rusak, cat mengelupas, dan banyak sampah berserakan.;Taman bermain anak kok dibiarin rusak dan kotor? Bahaya buat anak-anak. Tolong segera diperbaiki dan dirawat! 😠 swings
Berikan komentar netral untuk postingan tentang museum seni kontemporer;Informasi tentang jam operasional dan pameran temporer terbaru di museum seni kontemporer kota, cocok untuk pecinta seni modern.;Museum seni kontemporer ini ada pameran baru. Menarik juga untuk dilihat karya-karya seniman modern.
Tulis komentar positif untuk keberhasilan operasi penyelamatan gunung berapi;Tim geologi dan SAR berhasil mengevakuasi seluruh warga dari area rawan letusan gunung berapi secara cepat dan aman.;Salut buat tim yang berhasil evakuasi warga dengan cepat. Semoga semua aman dan tidak ada korban. 🙏🌋
Berikan komentar negatif untuk pelayanan restoran yang sangat lambat;Keluhan pelanggan tentang pelayanan di sebuah restoran yang sangat lambat, pesanan datang terlambat, dan staf kurang responsif meskipun restoran tidak terlalu ramai.;Pelayanannya lambat banget! Nunggu makanan sampai bosan. Gak lagi-lagi deh makan di sini. 😤🍜
Berikan komentar positif untuk kampanye pengurangan penggunaan sedotan plastik di restoran;Sebuah restoran cepat saji mengganti semua peralatan makan sekali pakai dengan peralatan reusable dan mendorong konsumen untuk makan di tempat, mengurangi limbah plastik.;Keren banget inisiatifnya! Makan di luar jadi lebih ramah lingkungan. Semoga makin banyak restoran yang peduli. ♻️🍽️
Berikan komentar positif untuk kampanye kebersihan lingkungan di sekolah;Sebuah sekolah mengadakan kegiatan bersih-bersih lingkungan sekolah secara rutin melibatkan semua siswa, menumbuhkan kesadaran akan kebersihan sejak dini.;Keren banget sekolahnya! Mendidik siswa peduli lingkungan itu penting. Semoga jadi kebiasaan baik sampai dewasa. 🌳🏫
Tulis komentar positif untuk keberhasilan peluncuran program kesehatan gratis untuk lansia;Pemerintah daerah meluncurkan program pemeriksaan kesehatan gratis dan penyuluhan gizi bagi lansia di setiap kelurahan, meningkatkan kualitas hidup mereka.;Program ini sangat mulia! Lansia juga berhak dapat akses kesehatan yang baik. Semoga banyak yang terbantu. 🙏👵👴
Berikan komentar positif untuk sebuah inovasi transportasi ramah lingkungan;Sebuah perusahaan otomotif meluncurkan sepeda listrik dengan desain modern dan baterai tahan lama, menjadi alternatif transportasi yang sehat dan ramah lingkungan.;Sepeda listriknya keren banget! Solusi transportasi yang sehat dan bebas polusi. Ide yang brilian! 🚲⚡
Tulis komentar positif untuk inisiatif bank sampah yang mengolah limbah organik menjadi pupuk;Sebuah bank sampah di perkampungan berhasil mengolah limbah organik menjadi pupuk kompos yang dijual ke petani lokal, menciptakan ekonomi sirkular.;Inovasi yang luar biasa! Sampah jadi berkah. Semoga bisa dicontoh di banyak tempat. ♻️🌱
Berikan komentar positif untuk sebuah program pelatihan bahasa asing gratis untuk pemuda;Sebuah lembaga swadaya masyarakat mengadakan kursus bahasa Inggris dan Mandarin gratis untuk pemuda pengangguran, meningkatkan daya saing mereka di dunia kerja.;Program ini sangat bermanfaat! Meningkatkan skill pemuda biar bisa bersaing di era global. Salut! 🗣️🎓
Berikan komentar negatif untuk berita tentang kenaikan tarif parkir mall yang tidak wajar;Pengelola mall tiba-tiba menaikkan tarif parkir per jam secara drastis, membuat pengunjung merasa keberatan dan enggan datang.;Tarif parkir mall kok makin mahal aja? Gak wajar. Bikin malas belanja di sini. 😤🅿️
Tulis komentar negatif terhadap penanganan kasus kekerasan dalam rumah tangga (KDRT) yang lambat;Masyarakat mengeluh tentang lambatnya penanganan kasus KDRT oleh pihak berwenang, menyebabkan korban terus terancam dan tidak mendapat perlindungan.;KDRT itu kejahatan serius! Jangan dibiarkan. Aparat harus segera bertindak dan lindungi korban! 😡💔
Berikan komentar negatif untuk sebuah produk makanan instan yang mengandung bahan berbahaya;Hasil investigasi menemukan bahwa sebuah merek mi instan populer mengandung bahan pengawet melebihi batas aman yang dapat memicu kanker.;Mi instannya pakai bahan berbahaya? Ngeri banget! Jangan sampai anak-anak jadi korban. Tarik dari pasaran! 🍜⚠️
Tulis komentar negatif tentang isu penipuan berkedok donasi palsu;Berita tentang maraknya kasus penipuan yang mengatasnamakan lembaga amal untuk menggalang donasi palsu, merugikan masyarakat yang berempati.;Penipuan donasi palsu ini keji banget! Jangan mudah percaya, cek dulu kebenaran lembaga amalnya. Jangan sampai niat baik dimanfaatkan. 🚫🤲
Berikan komentar negatif untuk kualitas sinyal provider seluler yang buruk di area perkotaan;Keluhan pengguna tentang sinyal provider seluler yang sering hilang atau lemah di beberapa area padat penduduk, mengganggu komunikasi dan akses internet.;Sinyalnya sering hilang, bikin susah teleponan sama internetan. Bayar mahal tapi kualitasnya gini amat! 📶😤
Berikan komentar netral untuk artikel tentang perkembangan teknologi mobil otonom;Artikel yang membahas tentang fitur-fitur terbaru mobil otonom, tantangan dalam pengembangan regulasi, dan potensi dampaknya terhadap transportasi di masa depan. Artikel ini bersifat informatif.;Mobil otonom memang lagi banyak dibahas. Menarik untuk dilihat bagaimana nanti penerapannya di jalanan.
Tulis komentar netral pada postingan tentang rekomendasi aplikasi belajar desain grafis;Daftar 5 aplikasi mobile yang direkomendasikan untuk belajar desain grafis, mulai dari dasar hingga tingkat lanjut, cocok untuk pemula.;Rekomendasi aplikasi desain grafis ini lumayan banyak. Bisa dicoba kalau lagi pengen belajar desain.
Berikan komentar netral untuk informasi tentang kebijakan sekolah tatap muka terbatas;Pemerintah daerah mengumumkan penerapan kembali sekolah tatap muka terbatas dengan protokol kesehatan ketat di beberapa wilayah zona hijau. Informasi ini bersifat regulasi pendidikan.;Sekolah tatap muka terbatas sudah dimulai. Semoga berjalan lancar dan semua siswa aman.
Tulis komentar netral untuk postingan tentang tips memilih hewan peliharaan;Panduan singkat tentang cara memilih hewan peliharaan yang sesuai dengan gaya hidup dan kondisi rumah, meliputi jenis hewan dan perawatan dasar. Panduan ini bersifat edukatif.;Tips memilih hewan peliharaan ini lumayan membantu. Penting buat tahu jenis hewan dan bagaimana cara merawatnya.
Berikan komentar netral untuk informasi tentang pameran mainan anak;Pengumuman pameran mainan anak tahunan yang menampilkan berbagai jenis mainan edukatif dan terbaru dari berbagai merek, dengan diskon khusus.;Ada pameran mainan anak. Lumayan kalau mau cari mainan edukatif untuk si kecil.
Berikan komentar positif untuk inisiatif pembersihan sungai dari limbah;Komunitas lingkungan dan warga bergotong royong membersihkan sungai yang tercemar limbah rumah tangga, bertujuan mengembalikan kebersihan sungai.;Aksi yang patut diacungi jempol! Sungai bersih itu dambaan kita semua. Semoga makin banyak yang ikut peduli. 🏞️🗑️
Tulis komentar negatif untuk berita tentang fasilitas kesehatan yang kurang memadai di daerah terpencil;Laporan tentang kurangnya tenaga medis dan peralatan di puskesmas daerah terpencil, menyulitkan warga untuk mendapatkan layanan kesehatan layak.;Kasihan banget warga di pelosok, fasilitas kesehatan kurang banget. Pemerintah harus segera ambil tindakan! 🏥😩
Berikan komentar netral untuk postingan tentang museum budaya Betawi;Informasi tentang jam operasional dan koleksi artefak budaya Betawi di museum budaya daerah, cocok untuk kunjungan edukasi tentang budaya lokal.;Museum budaya Betawi ini ada banyak koleksi menarik. Bisa jadi pilihan kalau mau belajar sejarah dan budaya lokal.
Tulis komentar positif untuk keberhasilan program konservasi badak sumatera;Tim konservasi berhasil menambah populasi badak sumatera melalui program penangkaran dan perlindungan habitat, menyelamatkan spesies langka dari kepunahan.;Luar biasa! Badak sumatera adalah harta negara yang harus dijaga. Terima kasih sudah melindungi mereka. 🦏💚
